Iteration,Cost
238,0.68983
239,0.689816
240,0.689803
241,0.689789
242,0.689775
243,0.689762
244,0.689748
245,0.689734
246,0.689721
247,0.689707
248,0.689693
249,0.68968
250,0.689666
251,0.689653
252,0.689639
253,0.689625
254,0.689612
255,0.689598
256,0.689584
257,0.689571
258,0.689557
259,0.689544
260,0.68953
261,0.689516
262,0.689503
263,0.689489
264,0.689476
265,0.689462
266,0.689448
267,0.689435
268,0.689421
269,0.689408
270,0.689394
271,0.68938
272,0.689367
273,0.689353
274,0.68934
275,0.689326
276,0.689312
277,0.689299
278,0.689285
279,0.689272
280,0.689258
281,0.689245
282,0.689231
283,0.689217
284,0.689204
285,0.68919
286,0.689177
287,0.689163
288,0.68915
289,0.689136
290,0.689123
291,0.689109
292,0.689095
293,0.689082
294,0.689068
295,0.689055
296,0.689041
297,0.689028
298,0.689014
299,0.689001
300,0.688987
301,0.688974
302,0.68896
303,0.688947
304,0.688933
305,0.688919
306,0.688906
307,0.688892
308,0.688879
309,0.688865
310,0.688852
311,0.688838
312,0.688825
313,0.688811
314,0.688798
315,0.688784
316,0.688771
317,0.688757
318,0.688744
319,0.68873
320,0.688717
321,0.688703
322,0.68869
323,0.688676
324,0.688663
325,0.688649
326,0.688636
327,0.688622
328,0.688609
329,0.688595
330,0.688582
331,0.688568
332,0.688555
333,0.688541
334,0.688528
335,0.688514
336,0.688501
337,0.688488
338,0.688474
339,0.688461
340,0.688447
341,0.688434
342,0.68842
343,0.688407
344,0.688393
345,0.68838
346,0.688366
347,0.688353
348,0.688339
349,0.688326
350,0.688313
351,0.688299
352,0.688286
353,0.688272
354,0.688259
355,0.688245
356,0.688232
357,0.688219
358,0.688205
359,0.688192
360,0.688178
361,0.688165
362,0.688151
363,0.688138
364,0.688125
365,0.688111
366,0.688098
367,0.688084
368,0.688071
369,0.688057
370,0.688044
371,0.688031
372,0.688017
373,0.688004
374,0.68799
375,0.687977
376,0.687964
377,0.68795
378,0.687937
379,0.687923
380,0.68791
381,0.687897
382,0.687883
383,0.68787
384,0.687856
385,0.687843
386,0.68783
387,0.687816
388,0.687803
389,0.68779
390,0.687776
391,0.687763
392,0.687749
393,0.687736
394,0.687723
395,0.687709
396,0.687696
397,0.687683
398,0.687669
399,0.687656
400,0.687643
401,0.687629
402,0.687616
403,0.687603
404,0.687589
405,0.687576
406,0.687562
407,0.687549
408,0.687536
409,0.687522
410,0.687509
411,0.687496
412,0.687482
413,0.687469
414,0.687456
415,0.687442
416,0.687429
417,0.687416
418,0.687402
419,0.687389
420,0.687376
421,0.687362
422,0.687349
423,0.687336
424,0.687323
425,0.687309
426,0.687296
427,0.687283
428,0.687269
429,0.687256
430,0.687243
431,0.687229
432,0.687216
433,0.687203
434,0.68719
435,0.687176
436,0.687163
437,0.68715
438,0.687136
439,0.687123
440,0.68711
441,0.687096
442,0.687083
443,0.68707
444,0.687057
445,0.687043
446,0.68703
447,0.687017
448,0.687004
449,0.68699
450,0.686977
451,0.686964
452,0.68695
453,0.686937
454,0.686924
455,0.686911
456,0.686897
457,0.686884
458,0.686871
459,0.686858
460,0.686844
461,0.686831
462,0.686818
463,0.686805
464,0.686791
465,0.686778
466,0.686765
467,0.686752
468,0.686738
469,0.686725
470,0.686712
471,0.686699
472,0.686686
473,0.686672
474,0.686659
475,0.686646
476,0.686633
477,0.686619
478,0.686606
479,0.686593
480,0.68658
481,0.686567
482,0.686553
483,0.68654
484,0.686527
485,0.686514
486,0.686501
487,0.686487
488,0.686474
489,0.686461
490,0.686448
491,0.686435
492,0.686421
493,0.686408
494,0.686395
495,0.686382
496,0.686369
497,0.686355
498,0.686342
499,0.686329
500,0.686316
501,0.686303
502,0.686289
503,0.686276
504,0.686263
505,0.68625
506,0.686237
507,0.686224
508,0.68621
509,0.686197
510,0.686184
511,0.686171
512,0.686158
513,0.686145
514,0.686131
515,0.686118
516,0.686105
517,0.686092
518,0.686079
519,0.686066
520,0.686053
521,0.686039
522,0.686026
523,0.686013
524,0.686
525,0.685987
526,0.685974
527,0.685961
528,0.685947
529,0.685934
530,0.685921
531,0.685908
532,0.685895
533,0.685882
534,0.685869
535,0.685856
536,0.685842
537,0.685829
538,0.685816
539,0.685803
540,0.68579
541,0.685777
542,0.685764
543,0.685751
544,0.685738
545,0.685724
546,0.685711
547,0.685698
548,0.685685
549,0.685672
550,0.685659
551,0.685646
552,0.685633
553,0.68562
554,0.685607
555,0.685593
556,0.68558
557,0.685567
558,0.685554
559,0.685541
560,0.685528
561,0.685515
562,0.685502
563,0.685489
564,0.685476
565,0.685463
566,0.68545
567,0.685437
568,0.685424
569,0.68541
570,0.685397
571,0.685384
572,0.685371
573,0.685358
574,0.685345
575,0.685332
576,0.685319
577,0.685306
578,0.685293
579,0.68528
580,0.685267
581,0.685254
582,0.685241
583,0.685228
584,0.685215
585,0.685202
586,0.685189
587,0.685176
588,0.685163
589,0.68515
590,0.685137
591,0.685123
592,0.68511
593,0.685097
594,0.685084
595,0.685071
596,0.685058
597,0.685045
598,0.685032
599,0.685019
600,0.685006
601,0.684993
602,0.68498
603,0.684967
604,0.684954
605,0.684941
606,0.684928
607,0.684915
608,0.684902
609,0.684889
610,0.684876
611,0.684863
612,0.68485
613,0.684837
614,0.684824
615,0.684811
616,0.684798
617,0.684785
618,0.684772
619,0.684759
620,0.684746
621,0.684733
622,0.684721
623,0.684708
624,0.684695
625,0.684682
626,0.684669
627,0.684656
628,0.684643
629,0.68463
630,0.684617
631,0.684604
632,0.684591
633,0.684578
634,0.684565
635,0.684552
636,0.684539
637,0.684526
638,0.684513
639,0.6845
640,0.684487
641,0.684474
642,0.684461
643,0.684448
644,0.684436
645,0.684423
646,0.68441
647,0.684397
648,0.684384
649,0.684371
650,0.684358
651,0.684345
652,0.684332
653,0.684319
654,0.684306
655,0.684293
656,0.68428
657,0.684267
658,0.684255
659,0.684242
660,0.684229
661,0.684216
662,0.684203
663,0.68419
664,0.684177
665,0.684164
666,0.684151
667,0.684138
668,0.684125
669,0.684113
670,0.6841
671,0.684087
672,0.684074
673,0.684061
674,0.684048
675,0.684035
676,0.684022
677,0.684009
678,0.683997
679,0.683984
680,0.683971
681,0.683958
682,0.683945
683,0.683932
684,0.683919
685,0.683906
686,0.683894
687,0.683881
688,0.683868
689,0.683855
690,0.683842
691,0.683829
692,0.683816
693,0.683804
694,0.683791
695,0.683778
696,0.683765
697,0.683752
698,0.683739
699,0.683726
700,0.683714
701,0.683701
702,0.683688
703,0.683675
704,0.683662
705,0.683649
706,0.683637
707,0.683624
708,0.683611
709,0.683598
710,0.683585
711,0.683572
712,0.68356
713,0.683547
714,0.683534
715,0.683521
716,0.683508
717,0.683496
718,0.683483
719,0.68347
720,0.683457
721,0.683444
722,0.683431
723,0.683419
724,0.683406
725,0.683393
726,0.68338
727,0.683367
728,0.683355
729,0.683342
730,0.683329
731,0.683316
732,0.683303
733,0.683291
734,0.683278
735,0.683265
736,0.683252
737,0.683239
738,0.683227
739,0.683214
740,0.683201
741,0.683188
742,0.683176
743,0.683163
744,0.68315
745,0.683137
746,0.683124
747,0.683112
748,0.683099
749,0.683086
750,0.683073
751,0.683061
752,0.683048
753,0.683035
754,0.683022
755,0.68301
756,0.682997
757,0.682984
758,0.682971
759,0.682959
760,0.682946
761,0.682933
762,0.68292
763,0.682908
764,0.682895
765,0.682882
766,0.682869
767,0.682857
768,0.682844
769,0.682831
770,0.682818
771,0.682806
772,0.682793
773,0.68278
774,0.682768
775,0.682755
776,0.682742
777,0.682729
778,0.682717
779,0.682704
780,0.682691
781,0.682679
782,0.682666
783,0.682653
784,0.68264
785,0.682628
786,0.682615
787,0.682602
788,0.68259
789,0.682577
790,0.682564
791,0.682551
792,0.682539
793,0.682526
794,0.682513
795,0.682501
796,0.682488
797,0.682475
798,0.682463
799,0.68245
800,0.682437
801,0.682425
802,0.682412
803,0.682399
804,0.682387
805,0.682374
806,0.682361
807,0.682348
808,0.682336
809,0.682323
810,0.68231
811,0.682298
812,0.682285
813,0.682272
814,0.68226
815,0.682247
816,0.682234
817,0.682222
818,0.682209
819,0.682197
820,0.682184
821,0.682171
822,0.682159
823,0.682146
824,0.682133
825,0.682121
826,0.682108
827,0.682095
828,0.682083
829,0.68207
830,0.682057
831,0.682045
832,0.682032
833,0.68202
834,0.682007
835,0.681994
836,0.681982
837,0.681969
838,0.681956
839,0.681944
840,0.681931
841,0.681919
842,0.681906
843,0.681893
844,0.681881
845,0.681868
846,0.681855
847,0.681843
848,0.68183
849,0.681818
850,0.681805
851,0.681792
852,0.68178
853,0.681767
854,0.681755
855,0.681742
856,0.681729
857,0.681717
858,0.681704
859,0.681692
860,0.681679
861,0.681666
862,0.681654
863,0.681641
864,0.681629
865,0.681616
866,0.681604
867,0.681591
868,0.681578
869,0.681566
870,0.681553
871,0.681541
872,0.681528
873,0.681515
874,0.681503
875,0.68149
876,0.681478
877,0.681465
878,0.681453
879,0.68144
880,0.681428
881,0.681415
882,0.681402
883,0.68139
884,0.681377
885,0.681365
886,0.681352
887,0.68134
888,0.681327
889,0.681315
890,0.681302
891,0.681289
892,0.681277
893,0.681264
894,0.681252
895,0.681239
896,0.681227
897,0.681214
898,0.681202
899,0.681189
900,0.681177
901,0.681164
902,0.681152
903,0.681139
904,0.681127
905,0.681114
906,0.681102
907,0.681089
908,0.681077
909,0.681064
910,0.681051
911,0.681039
912,0.681026
913,0.681014
914,0.681001
915,0.680989
916,0.680976
917,0.680964
918,0.680951
919,0.680939
920,0.680926
921,0.680914
922,0.680901
923,0.680889
924,0.680876
925,0.680864
926,0.680851
927,0.680839
928,0.680827
929,0.680814
930,0.680802
931,0.680789
932,0.680777
933,0.680764
934,0.680752
935,0.680739
936,0.680727
937,0.680714
938,0.680702
939,0.680689
940,0.680677
941,0.680664
942,0.680652
943,0.680639
944,0.680627
945,0.680614
946,0.680602
947,0.68059
948,0.680577
949,0.680565
950,0.680552
951,0.68054
952,0.680527
953,0.680515
954,0.680502
955,0.68049
956,0.680478
957,0.680465
958,0.680453
959,0.68044
960,0.680428
961,0.680415
962,0.680403
963,0.68039
964,0.680378
965,0.680366
966,0.680353
967,0.680341
968,0.680328
969,0.680316
970,0.680304
971,0.680291
972,0.680279
973,0.680266
974,0.680254
975,0.680241
976,0.680229
977,0.680217
978,0.680204
979,0.680192
980,0.680179
981,0.680167
982,0.680155
983,0.680142
984,0.68013
985,0.680117
986,0.680105
987,0.680093
988,0.68008
989,0.680068
990,0.680055
991,0.680043
992,0.680031
993,0.680018
994,0.680006
995,0.679993
996,0.679981
997,0.679969
998,0.679956
999,0.679944
